USE_Twb,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
False,1,0.1000000,100,62.5000570,0.0247904,0.0408628,0.0373227,1.9177241,23.0430675,"[1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,1,0.1000000,100,86.6632090,0.0193733,0.0314839,0.0380896,1.9177251,23.0430675,"[0.9999822, 0.0030386, 0.0051427, 0.0097470, -0.0030628, 0.9999842, 0.0047084, 0.0044294, -0.0051283, -0.0047241, 0.9999757, -0.0141722, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,5,0.1000000,100,86.4267752,0.0191558,0.0311783,0.0382034,1.9177252,23.0430675,"[0.9999821, 0.0031245, 0.0051118, 0.0101422, -0.0031502, 0.9999824, 0.0050206, 0.0046112, -0.0050961, -0.0050366, 0.9999743, -0.0149643, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,10,0.1000000,100,83.5322750,0.0177903,0.0292596,0.0379747,1.9177248,23.0430675,"[0.9999915, 0.0020693, 0.0035587, 0.0108370, -0.0020675, 0.9999977, -0.0005075, 0.0043805, -0.0035598, 0.0005002, 0.9999936, -0.0151115, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,15,0.1000000,100,82.3866308,0.0180749,0.0297261,0.0379747,1.9177248,23.0430675,"[0.9999847, 0.0029339, 0.0046991, 0.0119171, -0.0029441, 0.9999933, 0.0021785, 0.0043830, -0.0046927, -0.0021923, 0.9999866, -0.0162697, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,20,0.1000000,100,81.3883088,0.0187807,0.0289614,0.0379747,1.9177248,23.0430675,"[0.9999718, 0.0041838, 0.0062369, 0.0133447, -0.0042275, 0.9999665, 0.0070122, 0.0044867, -0.0062074, -0.0070383, 0.9999560, -0.0184522, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,25,0.1000000,100,78.9816372,0.0191347,0.0290731,0.0378587,1.9177247,23.0430675,"[0.9999651, 0.0047541, 0.0068701, 0.0140324, -0.0048190, 0.9999436, 0.0094641, 0.0045767, -0.0068247, -0.0094969, 0.9999316, -0.0200252, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,30,0.1000000,100,78.9358532,0.0186518,0.0299071,0.0379168,1.9177247,23.0430675,"[0.9999756, 0.0041088, 0.0056423, 0.0138993, -0.0041470, 0.9999685, 0.0067669, 0.0051198, -0.0056143, -0.0067901, 0.9999612, -0.0211489, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,35,0.1000000,100,79.7293010,0.0178150,0.0294276,0.0381466,1.9177250,23.0430675,"[0.9999927, 0.0023022, 0.0030421, 0.0125113, -0.0023005, 0.9999972, -0.0005784, 0.0052136, -0.0030434, 0.0005714, 0.9999952, -0.0206362, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,40,0.1000000,100,77.2636855,0.0177120,0.0295727,0.0379747,1.9177248,23.0430675,"[0.9999986, 0.0011294, 0.0012276, 0.0119687, -0.0011227, 0.9999849, -0.0053757, 0.0056754, -0.0012337, 0.0053743, 0.9999848, -0.0208680, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
