USE_Twb,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
False,1,0.1000000,100,50.9611337,0.0193137,0.0304246,0.0124595,1.8405038,22.6826266,"[1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,1,0.1000000,100,78.4517071,0.0233112,0.0310070,0.0133426,1.8404988,22.6826266,"[0.9999869, 0.0022780, -0.0045721, 0.0115980, -0.0023213, 0.9999523, -0.0094866, 0.0032839, 0.0045503, 0.0094971, 0.9999446, -0.0035584, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,5,0.1000000,100,74.5524321,0.0165247,0.0251960,0.0131459,1.8405004,22.6826266,"[0.9999889, 0.0016505, -0.0044140, 0.0105778, -0.0017051, 0.9999218, -0.0123883, 0.0030417, 0.0043932, 0.0123957, 0.9999135, -0.0022588, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,10,0.1000000,100,75.8297973,0.0135580,0.0216713,0.0132446,1.8405000,22.6826266,"[0.9999967, 0.0012135, -0.0022719, 0.0098571, -0.0012325, 0.9999641, -0.0083826, 0.0012178, 0.0022616, 0.0083854, 0.9999623, -0.0021142, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,15,0.1000000,100,73.9923062,0.0126033,0.0202492,0.0131707,1.8405008,22.6826266,"[0.9999137, -0.0027449, -0.0128517, 0.0096327, 0.0022612, 0.9992939, -0.0375135, 0.0023320, 0.0129456, 0.0374812, 0.9992138, -0.0005516, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,20,0.1000000,100,72.8042619,0.0121584,0.0195272,0.0131707,1.8405008,22.6826266,"[0.9999993, 0.0006280, -0.0010132, 0.0086980, -0.0006338, 0.9999833, -0.0057545, -0.0005480, 0.0010096, 0.0057551, 0.9999830, -0.0026064, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,25,0.1000000,100,73.4551625,0.0120933,0.0194941,0.0132446,1.8405000,22.6826266,"[0.9999990, 0.0006436, -0.0012272, 0.0089552, -0.0006512, 0.9999803, -0.0062347, -0.0003606, 0.0012232, 0.0062355, 0.9999798, -0.0026933, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,30,0.1000000,100,72.5871053,0.0120367,0.0193691,0.0132446,1.8405000,22.6826266,"[0.9999990, 0.0005632, -0.0013118, 0.0088006, -0.0005720, 0.9999775, -0.0066818, -0.0003794, 0.0013080, 0.0066825, 0.9999768, -0.0027955, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,35,0.1000000,100,70.5052395,0.0120135,0.0192719,0.0131954,1.8405000,22.6826266,"[0.9999987, 0.0004586, -0.0014969, 0.0083429, -0.0004693, 0.9999744, -0.0071478, -0.0004693, 0.0014936, 0.0071485, 0.9999734, -0.0030569, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,40,0.1000000,100,69.6391926,0.0119001,0.0190819,0.0131954,1.8405000,22.6826266,"[0.9999993, 0.0003213, -0.0011554, 0.0078649, -0.0003296, 0.9999743, -0.0071638, -0.0007036, 0.0011531, 0.0071642, 0.9999737, -0.0032194, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,45,0.1000000,100,69.4014318,0.0118449,0.0191056,0.0132446,1.8405000,22.6826266,"[0.9999996, 0.0002276, -0.0008928, 0.0070393, -0.0002344, 0.9999704, -0.0076835, -0.0006636, 0.0008910, 0.0076837, 0.9999701, -0.0033693, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,50,0.1000000,100,68.0818281,0.0119428,0.0192982,0.0131954,1.8405000,22.6826266,"[0.9999999, 0.0001955, -0.0003767, 0.0039675, -0.0001984, 0.9999703, -0.0077083, -0.0006992, 0.0003751, 0.0077084, 0.9999702, -0.0031098, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,55,0.1000000,100,67.0832953,0.0125853,0.0197407,0.0131707,1.8405008,22.6826266,"[1.0000000, 0.0000205, -0.0001227, -0.0039157, -0.0000214, 0.9999704, -0.0076956, -0.0012091, 0.0001226, 0.0076956, 0.9999704, -0.0028348, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,60,0.1000000,100,64.1275616,0.0139061,0.0213335,0.0130714,1.8405010,22.6826266,"[0.9999999, 0.0001834, -0.0003811, -0.0115905, -0.0001865, 0.9999665, -0.0081825, 0.0001319, 0.0003796, 0.0081825, 0.9999664, -0.0035501, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,65,0.1000000,100,58.0267677,0.0155156,0.0240705,0.0125894,1.8405044,22.6826266,"[0.9999997, 0.0006671, -0.0003313, -0.0192921, -0.0006698, 0.9999647, -0.0083782, 0.0009413, 0.0003257, 0.0083784, 0.9999648, -0.0038572, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
