USE_Twb,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
False,1,0.1000000,100,59.2550488,0.0235314,0.0377150,0.0036998,3.0218766,23.6114991,"[1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,1,0.1000000,100,79.8845592,0.0159969,0.0288936,0.0037306,3.0218761,23.6114991,"[0.9994921, 0.0123435, -0.0293842, 0.0067925, -0.0123125, 0.9999235, 0.0012341, -0.0036993, 0.0293972, -0.0008718, 0.9995676, -0.0029295, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,5,0.1000000,100,81.0769091,0.0154103,0.0287522,0.0037675,3.0218749,23.6114991,"[0.9996842, 0.0092745, -0.0233564, 0.0078816, -0.0092776, 0.9999570, -0.0000245, -0.0031639, 0.0233552, 0.0002412, 0.9997272, -0.0008489, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,10,0.1000000,100,78.0272877,0.0161064,0.0282810,0.0037306,3.0218761,23.6114991,"[0.9997811, 0.0107280, -0.0179634, 0.0009906, -0.0107954, 0.9999350, -0.0036624, 0.0013883, 0.0179230, 0.0038555, 0.9998320, -0.0036817, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,15,0.1000000,100,77.1004887,0.0163769,0.0279434,0.0037306,3.0218761,23.6114991,"[0.9997022, 0.0120543, -0.0212204, 0.0016233, -0.0121216, 0.9999219, -0.0030461, 0.0011915, 0.0211820, 0.0033024, 0.9997702, -0.0046915, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,20,0.1000000,100,76.5490203,0.0164156,0.0278462,0.0037306,3.0218761,23.6114991,"[0.9997108, 0.0095106, -0.0220891, 0.0082388, -0.0095394, 0.9999538, -0.0011993, -0.0034401, 0.0220767, 0.0014097, 0.9997553, -0.0015754, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,25,0.1000000,100,77.4957962,0.0161808,0.0275501,0.0037675,3.0218751,23.6114991,"[0.9998519, 0.0108168, -0.0133842, -0.0025323, -0.0108919, 0.9999253, -0.0055506, 0.0013869, 0.0133232, 0.0056955, 0.9998950, -0.0044923, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,30,0.1000000,100,76.6209855,0.0161663,0.0275194,0.0037736,3.0218749,23.6114991,"[0.9999880, 0.0048944, 0.0001378, -0.0024298, -0.0048922, 0.9999082, -0.0126364, 0.0017868, -0.0001996, 0.0126355, 0.9999201, -0.0092249, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,35,0.1000000,100,75.6941423,0.0161504,0.0275029,0.0037736,3.0218749,23.6114991,"[0.9999847, 0.0055196, -0.0003938, -0.0035779, -0.0055239, 0.9999133, -0.0119536, 0.0003652, 0.0003278, 0.0119556, 0.9999285, -0.0084893, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,40,0.1000000,100,74.5496094,0.0162425,0.0276643,0.0037736,3.0218749,23.6114991,"[0.9999142, 0.0087050, -0.0097875, -0.0015941, -0.0087429, 0.9999544, -0.0038371, -0.0052239, 0.0097536, 0.0039223, 0.9999447, 0.0003784, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,45,0.1000000,100,71.1825604,0.0164891,0.0279805,0.0037306,3.0218761,23.6114991,"[0.9999837, 0.0053148, 0.0020647, -0.0058190, -0.0053000, 0.9999607, -0.0071147, -0.0047740, -0.0021025, 0.0071036, 0.9999726, 0.0013166, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,50,0.1000000,100,71.6307855,0.0163935,0.0274126,0.0037491,3.0218756,23.6114991,"[0.9996401, -0.0004231, 0.0268258, -0.0187874, 0.0008471, 0.9998749, -0.0157989, -0.0002644, -0.0268158, 0.0158160, 0.9995154, 0.0004968, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,55,0.1000000,100,70.8336244,0.0168298,0.0273432,0.0037429,3.0218756,23.6114991,"[0.9997339, -0.0090662, 0.0212164, -0.0022059, 0.0093446, 0.9998710, -0.0130623, -0.0098485, -0.0210953, 0.0132571, 0.9996896, 0.0005961, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,60,0.1000000,100,68.1386802,0.0177629,0.0286281,0.0037429,3.0218756,23.6114991,"[0.9996027, -0.0139478, 0.0244974, -0.0023404, 0.0143095, 0.9997902, -0.0146596, -0.0122584, -0.0242879, 0.0150042, 0.9995925, 0.0019521, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,65,0.1000000,100,65.7727399,0.0188068,0.0304941,0.0037121,3.0218763,23.6114991,"[0.9992673, -0.0191650, 0.0331400, -0.0066517, 0.0197911, 0.9996299, -0.0186766, -0.0130947, -0.0327699, 0.0193185, 0.9992765, 0.0031767, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,70,0.1000000,100,62.4179239,0.0203414,0.0331444,0.0036627,3.0218775,23.6114991,"[0.9998735, -0.0136085, 0.0082408, -0.0044452, 0.0137108, 0.9998280, -0.0124890, -0.0144863, -0.0080694, 0.0126004, 0.9998881, -0.0006251, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,75,0.1000000,100,61.5404537,0.0216235,0.0352153,0.0036627,3.0218775,23.6114991,"[0.9998245, -0.0167228, 0.0084532, -0.0040585, 0.0168596, 0.9997237, -0.0163799, -0.0148842, -0.0081769, 0.0165195, 0.9998301, -0.0040204, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,80,0.1000000,100,60.4036810,0.0229086,0.0370865,0.0036565,3.0218775,23.6114991,"[0.9998703, -0.0157871, 0.0031974, -0.0072118, 0.0158351, 0.9997535, -0.0155650, -0.0131050, -0.0029509, 0.0156136, 0.9998738, 0.0006252, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,85,0.1000000,100,59.4027100,0.0237960,0.0382589,0.0036441,3.0218780,23.6114991,"[0.9999110, -0.0121538, -0.0055007, -0.0125186, 0.0120851, 0.9998505, -0.0123728, -0.0106776, 0.0056502, 0.0123053, 0.9999083, 0.0062855, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,90,0.1000000,100,59.8146970,0.0236428,0.0379038,0.0036812,3.0218771,23.6114991,"[0.9998639, -0.0159766, -0.0041176, -0.0088098, 0.0159172, 0.9997741, -0.0140887, -0.0144904, 0.0043417, 0.0140212, 0.9998923, 0.0052046, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,95,0.1000000,100,61.6273787,0.0235256,0.0377072,0.0036998,3.0218766,23.6114991,"[0.9999053, -0.0080943, -0.0111243, -0.0241981, 0.0079584, 0.9998938, -0.0122121, -0.0086658, 0.0112219, 0.0121224, 0.9998636, 0.0046684, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
