USE_Twb,Obs-criteria,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
True,False,1,0.1000000,100,81.8234882,0.0125670,0.0196310,0.0031202,2.8167329,21.2122247,"[0.9999744, 0.0049304, -0.0051792, 0.0011266, -0.0048934, 0.9999626, 0.0071311, -0.0104925, 0.0052142, -0.0071056, 0.9999611, -0.0028128, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,True,10,0.1000000,100,77.4796808,0.0134962,0.0206630,0.0030954,2.8167541,21.2122247,"[0.9999767, 0.0042439, -0.0053534, 0.0041932, -0.0042069, 0.9999673, 0.0068998, -0.0100302, 0.0053825, -0.0068771, 0.9999619, -0.0030916, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
