USE_Twb,Obs-criteria,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
True,False,1,0.1000000,100,80.1047611,0.0242900,0.0328064,0.0022795,3.0390835,21.5599045,"[0.9997523, -0.0206779, -0.0082405, 0.0560363, 0.0206486, 0.9997803, -0.0036183, -0.0036146, 0.0083135, 0.0034473, 0.9999595, -0.0205344, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,True,30,0.1000000,100,76.7853041,0.0199437,0.0317288,0.0022977,3.0390837,21.5599045,"[0.9999248, 0.0057847, -0.0108089, 0.0070115, -0.0057117, 0.9999608, 0.0067717, 0.0020853, 0.0108476, -0.0067095, 0.9999186, -0.0099058, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
