USE_Twb,Obs-criteria,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
True,False,1,0.1000000,100,83.3427904,0.0186851,0.0298249,0.0013058,2.6583185,20.8688916,"[0.9999989, -0.0003139, 0.0014602, 0.0043533, 0.0002993, 0.9999499, 0.0100100, -0.0042500, -0.0014633, -0.0100096, 0.9999489, 0.0030544, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,True,8,0.1000000,100,81.7271786,0.0187409,0.0299832,0.0013045,2.6583185,20.8688916,"[0.9999971, 0.0000322, 0.0023876, 0.0055720, -0.0000599, 0.9999324, 0.0116281, -0.0040967, -0.0023870, -0.0116282, 0.9999295, 0.0036047, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
