USE_Twb,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
False,1,0.0500000,100,35.1562150,0.0151260,0.0228132,0.0527788,1.9482411,11.1948480,"[1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,1,0.0500000,100,41.7264421,0.0154654,0.0235112,0.0469445,1.9482409,11.1948480,"[0.9999927, -0.0036757, -0.0010924, -0.0030780, 0.0036467, 0.9996674, -0.0255316, 0.0025581, 0.0011859, 0.0255274, 0.9996735, -0.0039879, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,5,0.0500000,100,40.2027652,0.0155692,0.0237706,0.0482590,1.9482410,11.1948480,"[0.9999950, -0.0031342, -0.0004696, -0.0027102, 0.0031224, 0.9997239, -0.0232927, 0.0022059, 0.0005424, 0.0232911, 0.9997286, -0.0046345, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,10,0.0500000,100,42.0226321,0.0161591,0.0245272,0.0495642,1.9482410,11.1948480,"[0.9999952, -0.0030143, -0.0006698, -0.0018634, 0.0029982, 0.9997341, -0.0228658, 0.0019646, 0.0007386, 0.0228637, 0.9997383, -0.0052695, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,20,0.0500000,100,40.7354622,0.0143795,0.0219085,0.0506439,1.9482410,11.1948480,"[0.9999950, -0.0031075, -0.0005586, -0.0018617, 0.0030935, 0.9997188, -0.0235119, 0.0019974, 0.0006315, 0.0235101, 0.9997234, -0.0059283, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,50,0.0500000,100,38.7783680,0.0135001,0.0199872,0.0506439,1.9482410,11.1948480,"[0.9999980, -0.0013825, 0.0014626, -0.0028440, 0.0014055, 0.9998736, -0.0158396, 0.0020162, -0.0014406, 0.0158416, 0.9998735, -0.0106662, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
