USE_Twb,MIN_GPS_MEASUREMENTS_FOR_ALIGNMENT,gps_noise_std,MAX_GPS_MEASUREMENTS,Tiempo total de ejecución,RMSE posición,ATE,RMSE velocidad,RMSE rotación,Distancia recorrida,Transformación rígida (flattened)
False,1,0.1000000,100,45.9406271,0.0266410,0.0415913,0.0021043,3.0390816,21.5599045,"[1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,1,0.1000000,100,75.9114273,0.0242900,0.0328064,0.0022795,3.0390835,21.5599045,"[0.9997523, -0.0206779, -0.0082405, 0.0560363, 0.0206486, 0.9997803, -0.0036183, -0.0036146, 0.0083135, 0.0034473, 0.9999595, -0.0205344, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,5,0.1000000,100,73.8264549,0.0209288,0.0315735,0.0022612,3.0390835,21.5599045,"[0.9998336, -0.0142476, -0.0113896, 0.0461389, 0.0142705, 0.9998963, 0.0019263, -0.0058281, 0.0113610, -0.0020885, 0.9999333, -0.0156410, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,10,0.1000000,100,72.5344963,0.0204870,0.0319057,0.0022612,3.0390835,21.5599045,"[0.9999800, 0.0026044, -0.0057552, 0.0074587, -0.0025852, 0.9999911, 0.0033404, 0.0064894, 0.0057638, -0.0033254, 0.9999779, -0.0103557, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,15,0.1000000,100,72.0656400,0.0202980,0.0317785,0.0022649,3.0390835,21.5599045,"[0.9999768, 0.0028549, -0.0061946, 0.0078171, -0.0028334, 0.9999899, 0.0034822, 0.0060979, 0.0062045, -0.0034645, 0.9999747, -0.0104331, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,20,0.1000000,100,71.4844351,0.0203981,0.0319807,0.0022649,3.0390835,21.5599045,"[0.9999723, 0.0030519, -0.0067926, 0.0083804, -0.0030250, 0.9999875, 0.0039726, 0.0057458, 0.0068046, -0.0039519, 0.9999691, -0.0102828, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,25,0.1000000,100,70.5917943,0.0201864,0.0318892,0.0022649,3.0390835,21.5599045,"[0.9999560, 0.0040828, -0.0084529, 0.0080642, -0.0040388, 0.9999782, 0.0052188, 0.0040735, 0.0084740, -0.0051845, 0.9999506, -0.0099062, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,30,0.1000000,100,72.8705719,0.0199437,0.0317288,0.0022977,3.0390837,21.5599045,"[0.9999248, 0.0057847, -0.0108089, 0.0070115, -0.0057117, 0.9999608, 0.0067717, 0.0020853, 0.0108476, -0.0067095, 0.9999186, -0.0099058, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,35,0.1000000,100,71.4399540,0.0200703,0.0318936,0.0022977,3.0390837,21.5599045,"[0.9999169, 0.0062881, -0.0112579, 0.0061599, -0.0062027, 0.9999518, 0.0076049, 0.0000639, 0.0113052, -0.0075345, 0.9999077, -0.0094555, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,40,0.1000000,100,67.2834539,0.0206034,0.0326369,0.0022612,3.0390835,21.5599045,"[0.9999236, 0.0061585, -0.0107140, 0.0059091, -0.0060708, 0.9999480, 0.0081985, -0.0025288, 0.0107640, -0.0081328, 0.9999090, -0.0090452, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,45,0.1000000,100,68.4952264,0.0206151,0.0325843,0.0022831,3.0390835,21.5599045,"[0.9998791, 0.0074027, -0.0136716, 0.0059114, -0.0072711, 0.9999270, 0.0096484, -0.0036571, 0.0137420, -0.0095479, 0.9998600, -0.0092342, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
True,50,0.1000000,100,64.7765708,0.0209347,0.0329157,0.0022465,3.0390832,21.5599045,"[0.9998959, 0.0065403, -0.0128580, 0.0041905, -0.0064078, 0.9999261, 0.0103245, -0.0065807, 0.0129246, -0.0102410, 0.9998640, -0.0074118, 0.0000000, 0.0000000, 0.0000000, 1.0000000]"
